Player,Salary,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, , , , , , , , ,OWS,DWS,WS,WS/48, , , , , , , , ,OBPM,DBPM,BPM,VORP
Cade Cunningham,11055360,PG,22,DET,40,40,34.3,8.4,18.7,.448,1.8,5.3,.343,6.6,13.4,.490,.497,3.8,4.5,.854,0.4,3.6,4.0,7.5,1.0,0.3,3.7,2.8,22.4,15.4,.542,.285,.238,1.3,12.1,6.6,34.6,1.4,0.8,15.2,30.0,,,,,,,,,0.0,0.4,0.4,.013,,,,,,,,,0.6,-2.2,-1.6,0.1
Talen Horton-Tucker,11020000,PG,23,UTA,32,11,21.1,4.0,9.7,.411,1.2,3.6,.333,2.8,6.1,.456,.472,1.6,2.0,.800,0.4,2.1,2.5,4.1,1.0,0.3,1.6,1.9,10.8,13.4,.509,.369,.210,2.0,10.7,6.4,27.7,2.4,1.4,13.1,23.9,,,,,,,,,0.1,0.5,0.7,.046,,,,,,,,,-0.9,0.1,-0.8,0.2
Maxi Kleber,11000000,C,32,DAL,16,5,20.9,2.0,4.3,.464,0.9,2.5,.350,1.1,1.8,.621,.565,0.7,1.0,.688,0.7,2.3,3.0,1.8,0.3,0.6,1.0,2.3,5.6,8.3,.585,.580,.232,3.6,12.3,7.9,10.9,0.7,2.4,17.4,11.7,,,,,,,,,0.1,0.2,0.4,.051,,,,,,,,,-2.8,-0.1,-2.8,-0.1
Joe Ingles,11000000,SF,36,ORL,37,0,17.7,1.6,4.1,.407,1.1,2.8,.402,0.5,1.3,.417,.543,0.5,0.5,.850,0.4,2.1,2.5,3.0,0.6,0.1,1.0,1.5,4.9,10.5,.567,.680,.133,2.6,13.6,8.0,23.0,1.8,0.4,18.5,12.8,,,,,,,,,0.5,0.9,1.3,.098,,,,,,,,,-1.8,1.3,-0.4,0.3
Ivica Zubac,10933333,C,26,LAC,39,39,26.9,5.2,8.0,.653,0.0,0.0,,5.2,8.0,.653,.653,1.7,2.7,.648,3.2,6.4,9.6,1.2,0.2,1.3,1.1,2.9,12.2,19.3,.663,.000,.338,14.0,25.8,20.2,6.5,0.4,4.5,11.0,16.7,,,,,,,,,2.6,1.4,4.1,.186,,,,,,,,,0.6,-0.1,0.5,0.7
LaMelo Ball,10900635,PG,22,CHO,22,22,32.3,8.3,19.2,.433,3.2,9.0,.355,5.1,10.3,.500,.515,4.1,4.7,.865,1.3,3.8,5.1,8.0,1.8,0.2,3.8,3.6,23.9,20.5,.561,.466,.246,4.3,14.1,8.9,42.0,2.7,0.5,15.0,33.7,,,,,,,,,0.5,0.4,1.0,.065,,,,,,,,,3.6,-0.6,3.0,0.9
Donte DiVincenzo,10900000,SG,27,NYK,51,33,24.0,4.6,10.0,.459,2.9,7.1,.417,1.6,2.9,.561,.606,0.9,1.3,.738,0.7,2.5,3.3,2.4,1.2,0.3,1.1,2.0,13.0,17.2,.619,.709,.128,3.5,11.6,7.6,14.6,2.4,1.3,9.3,20.6,,,,,,,,,2.4,1.8,4.2,.165,,,,,,,,,3.0,1.5,4.5,2.0
Brandon Miller,10880364,SF,21,CHO,43,37,31.2,6.1,13.9,.440,2.3,6.0,.388,3.8,7.9,.479,.523,1.9,2.3,.825,0.9,3.1,3.9,2.3,0.8,0.5,1.6,2.6,16.4,12.7,.551,.431,.162,2.9,11.7,7.1,11.5,1.2,1.5,9.5,22.9,,,,,,,,,0.1,0.3,0.4,.015,,,,,,,,,-1.2,-2.0,-3.1,-0.4
Terance Mann,10576923,SG,27,LAC,43,39,24.9,3.0,6.3,.471,0.9,2.9,.306,2.1,3.4,.608,.540,0.9,1.1,.771,1.2,1.9,3.1,1.8,0.6,0.3,0.6,1.8,7.7,10.4,.565,.456,.176,5.6,8.4,7.0,9.1,1.1,0.9,7.9,12.9,,,,,,,,,1.2,0.8,2.0,.091,,,,,,,,,-1.6,-0.5,-2.1,0.0
Matisse Thybulle,10500000,SF,26,POR,48,16,22.9,2.0,4.8,.410,1.4,3.8,.359,0.6,1.0,.604,.552,0.3,0.4,.778,0.4,1.5,1.9,1.2,1.6,0.8,0.5,1.4,5.6,10.2,.563,.790,.079,1.9,8.0,4.8,7.0,3.3,3.0,9.9,10.2,,,,,,,,,0.4,1.3,1.7,.074,,,,,,,,,-2.7,3.0,0.3,0.6
Gabe Vincent,10500000,PG,27,LAL,5,0,25.4,2.4,6.4,.375,0.4,3.4,.118,2.0,3.0,.667,.406,0.2,0.4,.500,0.4,0.6,1.0,3.0,1.2,0.0,0.4,2.4,5.4,6.0,.411,.531,.063,1.8,2.5,2.2,14.9,2.2,0.0,5.7,11.8,,,,,,,,,-0.1,0.1,0.0,.013,,,,,,,,,-5.7,1.4,-4.3,-0.1
Alec Burks,10489600,SG,32,DET,42,0,20.8,3.6,9.4,.388,2.2,5.7,.392,1.4,3.7,.383,.508,2.7,3.0,.898,0.4,2.1,2.5,1.6,0.5,0.3,0.8,1.5,12.3,14.4,.572,.609,.325,2.0,11.5,6.6,10.9,1.2,1.0,6.6,23.4,,,,,,,,,1.1,0.2,1.3,.074,,,,,,,,,0.9,-1.8,-0.9,0.2
Chet Holmgren,10386000,C,21,OKC,51,51,30.2,6.4,12.0,.535,1.7,4.3,.394,4.7,7.6,.615,.606,2.4,3.1,.763,1.5,6.0,7.5,2.8,0.7,2.6,1.7,2.5,16.9,20.6,.633,.362,.262,5.9,21.3,14.0,12.9,1.1,8.0,11.1,21.6,,,,,,,,,2.8,2.8,5.6,.174,,,,,,,,,2.2,2.0,4.1,2.4
Landry Shamet,10250000,SG,26,WAS,32,0,15.1,2.8,6.2,.452,1.3,3.4,.370,1.6,2.8,.549,.553,1.0,1.2,.795,0.3,1.0,1.3,1.3,0.5,0.2,0.6,1.7,7.8,12.7,.581,.543,.196,2.4,7.0,4.6,12.4,1.5,1.2,8.5,20.6,,,,,,,,,0.3,0.1,0.4,.044,,,,,,,,,-1.3,-1.6,-2.9,-0.1
Al Horford,10000000,C,37,BOS,41,20,26.9,2.9,6.1,.482,1.6,4.0,.404,1.3,2.0,.639,.616,0.3,0.3,.857,1.2,5.5,6.8,2.8,0.5,1.0,0.8,1.6,7.8,13.8,.625,.667,.056,5.1,20.8,13.3,13.5,0.9,3.1,11.1,11.2,,,,,,,,,1.9,1.8,3.7,.159,,,,,,,,,1.0,2.4,3.5,1.5
Malik Monk,9945830,SG,25,SAC,48,0,25.5,5.0,11.3,.442,2.3,5.9,.380,2.8,5.4,.510,.541,2.4,3.0,.803,0.4,2.3,2.7,5.3,0.6,0.6,2.1,2.0,14.6,15.8,.580,.523,.262,1.6,10.4,5.9,29.5,1.1,2.1,14.3,24.5,,,,,,,,,1.4,0.9,2.4,.093,,,,,,,,,1.9,-0.9,1.0,0.9
Tre Jones,9895833,PG,24,SAS,45,16,26.0,3.8,7.7,.497,0.6,2.3,.284,3.2,5.4,.586,.539,1.4,1.6,.886,0.7,2.5,3.2,5.8,1.0,0.1,1.4,1.3,9.7,14.6,.577,.295,.202,2.9,10.4,6.6,30.9,1.8,0.4,14.3,15.8,,,,,,,,,1.7,0.6,2.3,.095,,,,,,,,,-0.7,-0.5,-1.2,0.2
Jalen Green,9891480,SG,21,HOU,50,50,30.8,6.3,15.2,.416,2.1,6.6,.320,4.2,8.6,.490,.486,3.6,4.5,.809,0.4,4.3,4.7,3.3,0.7,0.3,2.2,1.3,18.4,13.7,.536,.432,.296,1.4,15.2,8.3,16.3,1.1,1.0,11.2,26.9,,,,,,,,,-0.3,1.9,1.5,.048,,,,,,,,,-0.5,-0.7,-1.2,0.3
Patrick Williams,9835881,PF,22,CHI,43,30,27.3,3.7,8.3,.443,1.4,3.4,.399,2.3,4.9,.474,.525,1.2,1.5,.788,1.1,2.8,3.9,1.5,0.9,0.8,1.3,2.0,10.0,10.9,.553,.412,.184,4.3,11.7,7.9,7.8,1.7,2.9,12.8,16.6,,,,,,,,,0.1,1.2,1.3,.053,,,,,,,,,-2.4,0.0,-2.3,-0.1
Monte Morris,9800926,PG,28,DET,6,0,11.3,2.0,5.5,.364,0.3,1.8,.182,1.7,3.7,.455,.394,0.2,0.3,.500,0.3,1.7,2.0,1.3,0.2,0.2,0.3,0.2,4.5,8.4,.398,.333,.061,3.2,16.9,9.9,16.9,0.7,1.2,5.6,22.3,,,,,,,,,-0.1,0.0,-0.1,-0.071,,,,,,,,,-4.7,-2.3,-7.0,-0.1
Scoot Henderson,9770904,PG,19,POR,41,15,26.7,4.4,11.8,.373,1.2,4.0,.315,3.2,7.9,.402,.426,2.7,3.3,.810,0.9,2.1,3.0,4.6,0.6,0.2,3.0,3.0,12.8,8.7,.480,.334,.282,3.7,9.5,6.4,26.6,1.0,0.8,18.3,25.9,,,,,,,,,-1.7,0.5,-1.2,-0.053,,,,,,,,,-4.1,-2.4,-6.5,-1.2
Jeff Green,9600000,PF,37,HOU,48,4,16.5,2.0,3.9,.497,0.4,1.3,.283,1.6,2.7,.597,.542,1.8,2.1,.832,0.6,1.5,2.1,0.8,0.2,0.4,0.7,1.5,6.0,10.6,.619,.317,.534,3.8,9.7,6.8,6.1,0.5,2.5,12.4,14.5,,,,,,,,,0.8,0.8,1.6,.097,,,,,,,,,-2.6,-0.1,-2.6,-0.1
Royce O'Neale,9500000,SF,30,BRK,49,6,24.5,2.6,6.6,.388,2.0,5.4,.366,0.6,1.2,.483,.537,0.3,0.4,.682,0.8,3.7,4.5,2.8,0.7,0.6,1.0,2.4,7.4,10.2,.544,.815,.068,3.3,16.8,9.9,14.9,1.3,2.1,13.2,13.7,,,,,,,,,0.5,1.1,1.6,.066,,,,,,,,,-1.5,0.9,-0.7,0.4
Alex Caruso,9460000,SG,29,CHI,44,32,26.9,3.5,7.2,.481,1.8,4.4,.404,1.7,2.8,.600,.604,1.1,1.5,.758,1.0,2.8,3.8,2.8,1.3,1.1,1.4,2.5,9.9,14.5,.625,.607,.208,4.0,11.9,7.8,14.6,2.5,4.3,15.2,15.2,,,,,,,,,1.3,1.6,2.9,.118,,,,,,,,,0.2,2.2,2.3,1.3
Pat Connaughton,9423869,SF,31,MIL,45,1,20.9,1.9,4.2,.447,1.2,3.0,.382,0.7,1.2,.615,.585,0.4,0.6,.690,0.6,2.5,3.1,1.8,0.5,0.2,0.5,1.3,5.3,9.4,.598,.723,.154,3.2,12.9,8.2,10.2,1.1,0.7,10.7,10.1,,,,,,,,,1.0,0.6,1.6,.081,,,,,,,,,-1.3,0.0,-1.2,0.2
Cameron Payne,9391467,PG,29,MIL,47,2,14.9,2.1,4.7,.455,1.1,2.8,.397,1.0,1.9,.538,.572,0.8,0.9,.841,0.1,1.2,1.3,2.3,0.5,0.1,0.7,1.6,6.2,12.4,.603,.590,.198,0.8,8.6,4.8,20.0,1.5,0.3,11.4,16.4,,,,,,,,,1.0,0.4,1.5,.101,,,,,,,,,-1.1,-0.5,-1.5,0.1
Isaiah Hartenstein,9245121,C,25,NYK,49,23,25.8,2.8,4.6,.615,0.0,0.1,.333,2.8,4.6,.619,.617,1.4,2.0,.701,3.4,5.3,8.8,2.0,1.2,1.1,1.2,2.9,7.1,17.1,.646,.013,.429,14.9,22.6,18.8,10.3,2.2,4.0,17.5,11.0,,,,,,,,,2.5,2.4,5.0,.189,,,,,,,,,-0.3,2.4,2.2,1.3
Kyle Anderson,9219512,PF,30,MIN,51,2,21.8,2.4,5.1,.466,0.1,0.6,.194,2.3,4.5,.502,.477,1.2,1.8,.674,0.7,2.7,3.4,3.9,0.8,0.6,1.2,1.5,6.1,11.9,.516,.118,.351,4.2,13.2,9.0,24.2,1.7,2.3,17.2,14.5,,,,,,,,,0.6,2.0,2.6,.111,,,,,,,,,-1.8,2.6,0.8,0.8
Daniel Theis,9108387,C,31,TOT,38,1,17.3,2.7,4.9,.537,0.4,1.0,.410,2.2,3.9,.570,.580,0.8,1.1,.707,1.5,2.2,3.7,1.1,0.5,0.9,0.7,2.4,6.5,14.5,.599,.207,.218,10.4,13.9,12.2,8.1,1.3,4.6,11.2,15.3,,,,,,,,,1.0,0.8,1.8,.132,,,,,,,,,-1.6,0.5,-1.1,0.1
Grayson Allen,8925000,SG,28,PHO,45,45,32.8,4.4,8.4,.516,2.6,5.2,.492,1.8,3.2,.556,.668,1.6,1.9,.881,0.7,3.4,4.0,2.9,0.8,0.6,1.4,2.1,12.9,13.5,.698,.621,.221,2.5,11.1,7.1,11.7,1.3,1.7,13.1,14.1,,,,,,,,,2.7,1.2,3.9,.126,,,,,,,,,1.0,-0.2,0.8,1.0
Isaac Okoro,8920794,SF,23,CLE,39,24,26.3,3.2,6.5,.496,0.9,2.5,.385,2.3,4.0,.564,.569,1.5,2.2,.678,1.2,1.9,3.1,1.8,0.9,0.4,0.8,2.1,8.9,11.5,.596,.381,.345,5.2,7.7,6.5,9.1,1.7,1.3,9.9,13.6,,,,,,,,,1.2,1.4,2.6,.121,,,,,,,,,-2.1,1.3,-0.8,0.3
Evan Mobley,8882640,PF,22,CLE,25,25,32.0,6.6,11.6,.574,0.2,0.6,.333,6.4,11.0,.588,.583,2.2,2.9,.767,2.4,7.8,10.2,3.0,0.8,1.4,2.0,2.9,15.7,18.7,.612,.052,.253,8.6,26.5,17.7,13.8,1.3,4.1,13.7,20.1,,,,,,,,,1.1,1.6,2.7,.162,,,,,,,,,-0.1,2.1,2.0,0.8
Amen Thompson,8809284,SF,21,HOU,31,2,17.3,2.7,5.6,.486,0.2,1.2,.162,2.5,4.4,.574,.503,1.4,2.1,.667,1.3,3.5,4.8,2.3,1.0,0.5,1.3,2.1,7.0,15.6,.539,.214,.382,8.3,21.6,14.9,19.1,2.9,2.4,16.5,19.4,,,,,,,,,0.2,1.1,1.2,.110,,,,,,,,,-1.8,2.7,0.9,0.4
Georges Niang,8800000,PF,30,CLE,48,1,21.9,3.3,7.8,.424,1.7,4.9,.346,1.6,2.9,.554,.532,0.7,0.8,.868,0.3,3.4,3.7,1.3,0.2,0.2,0.8,2.4,9.0,9.4,.552,.627,.102,1.7,16.9,9.4,8.2,0.5,0.9,8.5,17.5,,,,,,,,,0.3,1.4,1.6,.074,,,,,,,,,-2.8,-0.1,-2.9,-0.2
Gary Payton II,8715000,SG,31,GSW,16,0,16.3,2.3,4.9,.456,0.6,2.0,.281,1.7,2.9,.574,.513,0.4,0.6,.667,1.0,2.0,3.0,0.8,1.1,0.3,0.6,1.8,5.4,11.3,.524,.405,.114,6.7,13.3,10.0,6.7,3.2,1.7,10.8,15.0,,,,,,,,,0.0,0.3,0.4,.068,,,,,,,,,-2.8,2.0,-0.8,0.1
Keegan Murray,8409000,SF,23,SAC,45,45,32.8,5.9,12.7,.465,2.4,6.5,.366,3.5,6.2,.568,.559,1.4,1.7,.792,1.3,4.0,5.3,1.6,1.1,0.6,0.8,2.6,15.5,13.7,.578,.512,.135,4.3,14.1,9.1,7.0,1.7,1.7,5.8,18.5,,,,,,,,,1.5,1.4,2.9,.094,,,,,,,,,-0.4,-0.6,-1.1,0.4
Delon Wright,8195122,PG,31,WAS,28,0,15.2,1.6,4.1,.386,0.5,1.3,.371,1.1,2.8,.392,.443,0.8,1.0,.815,0.4,1.6,2.0,2.8,1.1,0.3,0.4,0.7,4.4,13.7,.489,.307,.237,2.7,11.2,6.9,22.7,3.5,1.3,7.4,13.5,,,,,,,,,0.3,0.4,0.7,.081,,,,,,,,,-2.3,2.1,-0.2,0.2
Onyeka Okongwu,8109063,C,23,ATL,49,4,25.1,3.9,6.3,.610,0.4,1.2,.345,3.4,5.1,.671,.642,1.7,2.0,.820,2.6,4.2,6.8,1.3,0.4,1.0,0.9,2.9,9.8,16.3,.678,.187,.323,10.8,18.8,14.6,6.9,0.8,3.6,10.6,13.2,,,,,,,,,3.0,0.7,3.6,.142,,,,,,,,,-0.2,-0.5,-0.8,0.4
Scottie Barnes,8008680,SG,22,TOR,50,50,35.3,7.5,15.7,.479,1.9,5.2,.365,5.6,10.5,.535,.539,3.3,4.2,.769,2.3,5.8,8.1,5.8,1.2,1.5,2.7,2.0,20.2,19.4,.575,.330,.269,7.0,18.5,12.6,24.3,1.7,3.6,13.2,24.6,,,,,,,,,2.1,1.9,4.0,.109,,,,,,,,,3.0,0.9,3.8,2.6
Jock Landale,8000000,C,28,HOU,28,0,9.1,0.9,2.4,.394,0.1,0.6,.118,0.9,1.8,.490,.409,0.4,0.5,.733,1.2,0.8,2.0,0.6,0.3,0.4,0.4,0.9,2.3,10.5,.448,.258,.227,14.4,9.3,11.8,8.2,1.3,4.0,12.1,13.8,,,,,,,,,0.0,0.3,0.4,.070,,,,,,,,,-3.6,-0.1,-3.7,-0.1
Trey Lyles,8000000,PF,28,SAC,35,0,20.1,2.5,5.4,.458,1.6,4.0,.403,0.9,1.5,.608,.605,0.8,1.2,.659,0.9,3.6,4.5,1.3,0.3,0.3,0.6,1.5,7.3,12.0,.618,.732,.216,5.2,20.5,12.7,8.4,0.7,1.2,9.6,13.9,,,,,,,,,0.9,0.6,1.5,.100,,,,,,,,,-0.1,-0.7,-0.7,0.2
Moritz Wagner,8000000,C,26,ORL,49,1,18.8,4.3,7.3,.585,0.5,1.6,.325,3.8,5.7,.657,.620,2.2,2.8,.788,1.6,3.0,4.6,1.3,0.5,0.3,1.1,2.2,11.2,19.7,.660,.216,.384,9.3,18.8,14.0,11.0,1.3,1.6,11.8,22.1,,,,,,,,,2.1,1.3,3.4,.179,,,,,,,,,1.4,0.4,1.8,0.9
De'Anthony Melton,8000000,SG,25,PHI,33,33,29.1,3.9,9.9,.393,2.1,5.8,.363,1.8,4.1,.437,.500,1.9,2.3,.827,0.8,3.2,4.0,3.2,1.6,0.5,1.2,2.4,11.8,13.2,.540,.588,.229,3.1,12.1,7.6,14.7,2.7,1.4,9.5,17.7,,,,,,,,,0.7,1.2,1.9,.097,,,,,,,,,-0.7,1.0,0.3,0.6
Thaddeus Young,8000000,PF,35,TOR,22,6,15.3,2.4,3.8,.619,0.0,0.3,.167,2.3,3.5,.654,.625,0.2,0.5,.417,1.2,1.9,3.0,2.2,0.8,0.1,0.5,1.6,5.0,15.8,.616,.071,.143,8.4,13.8,11.0,19.5,2.5,0.8,10.1,12.7,,,,,,,,,0.7,0.3,1.0,.141,,,,,,,,,-0.4,1.0,0.6,0.2
Ausar Thompson,7977420,SF,21,DET,49,24,23.6,3.4,7.2,.476,0.2,1.6,.150,3.2,5.6,.571,.493,1.2,1.8,.644,2.2,4.4,6.6,1.9,0.9,1.0,1.3,2.7,8.3,13.0,.517,.227,.255,10.1,21.5,15.7,10.8,1.9,3.3,14.2,16.7,,,,,,,,,0.1,1.0,1.1,.045,,,,,,,,,-2.9,0.3,-2.6,-0.2
Miles Bridges,7921300,SF,25,CHO,38,36,37.2,8.1,17.7,.458,2.4,6.6,.361,5.7,11.1,.515,.525,2.7,3.1,.871,0.8,6.4,7.2,3.2,1.1,0.6,2.0,1.9,21.3,15.4,.558,.374,.172,2.3,20.5,10.8,13.5,1.4,1.4,9.5,24.6,,,,,,,,,0.3,0.7,1.0,.034,,,,,,,,,0.0,-1.3,-1.4,0.2
Vasilije Micic,7723000,PG,30,OKC,30,0,12.0,1.2,3.0,.407,0.4,1.5,.244,0.9,1.5,.565,.467,0.5,0.6,.737,0.0,0.8,0.8,2.5,0.3,0.1,1.0,0.7,3.3,7.9,.498,.495,.209,0.3,6.8,3.7,25.7,1.2,0.8,22.6,15.5,,,,,,,,,-0.2,0.3,0.1,.019,,,,,,,,,-4.0,-1.4,-5.4,-0.3
Paul Reed,7723000,C,24,PHI,49,13,16.4,2.6,4.9,.535,0.2,0.6,.357,2.4,4.3,.559,.556,0.6,0.8,.711,2.0,3.0,5.0,1.2,0.7,0.7,0.7,2.2,6.0,16.3,.572,.116,.158,13.3,20.3,16.8,9.9,2.1,4.0,12.3,15.6,,,,,,,,,1.1,1.3,2.4,.142,,,,,,,,,-1.0,0.5,-0.5,0.3
Zach Collins,7700000,C,26,SAS,38,24,25.0,4.6,9.7,.476,0.9,3.3,.283,3.7,6.4,.576,.524,1.9,2.4,.763,1.9,3.8,5.7,3.1,0.6,0.7,2.2,3.3,12.1,13.1,.559,.343,.251,8.0,16.4,12.2,18.2,1.0,2.3,16.8,21.8,,,,,,,,,0.0,0.7,0.7,.033,,,,,,,,,-2.4,-0.7,-3.1,-0.3
Jaden Ivey,7614480,SG,21,DET,45,29,27.1,5.2,11.3,.461,1.4,4.1,.339,3.8,7.2,.531,.523,2.9,4.0,.717,1.4,2.4,3.8,3.6,0.7,0.6,2.3,2.8,14.7,14.0,.562,.366,.354,5.6,10.4,7.9,19.8,1.3,1.9,15.2,24.0,,,,,,,,,0.4,0.4,0.8,.031,,,,,,,,,-0.6,-1.6,-2.2,0.0
Cody Martin,7560000,SF,28,CHO,17,11,25.9,2.8,7.4,.373,1.0,3.0,.333,1.8,4.4,.400,.440,0.7,1.4,.522,0.8,2.4,3.2,3.2,1.1,0.6,1.4,1.8,7.2,8.6,.452,.405,.183,3.1,11.1,6.9,16.6,2.1,2.3,14.5,15.7,,,,,,,,,-0.4,0.2,-0.2,-0.023,,,,,,,,,-4.5,-0.1,-4.6,-0.3
Kevon Looney,7500000,C,27,GSW,47,36,19.1,2.2,3.5,.618,0.0,0.0,.000,2.2,3.5,.622,.618,0.8,1.2,.684,2.4,4.3,6.7,2.3,0.5,0.3,0.8,2.4,5.2,15.4,.639,.006,.345,13.5,24.6,19.0,15.3,1.2,1.6,16.3,10.6,,,,,,,,,2.0,1.0,3.0,.160,,,,,,,,,-0.3,1.3,1.0,0.7
Killian Hayes,7413955,PG,22,DET,41,30,23.9,2.8,6.7,.413,0.5,1.7,.286,2.3,5.0,.456,.449,0.8,1.2,.660,0.3,2.5,2.8,4.8,0.9,0.5,1.2,1.8,6.9,10.3,.471,.254,.181,1.2,12.2,6.6,26.5,1.8,1.7,14.4,15.0,,,,,,,,,0.0,0.5,0.4,.020,,,,,,,,,-3.0,0.2,-2.8,-0.2
Jalen Suggs,7252080,SG,22,ORL,47,47,26.7,4.3,9.8,.442,2.0,5.2,.380,2.3,4.6,.514,.544,1.5,2.0,.772,0.7,2.6,3.3,2.4,1.4,0.6,1.9,2.8,12.1,12.4,.571,.534,.200,3.0,11.4,7.1,13.4,2.6,2.1,14.8,20.1,,,,,,,,,0.0,2.0,2.0,.078,,,,,,,,,-1.8,1.4,-0.3,0.5
Anthony Black,7245480,PG,20,ORL,47,29,18.7,1.9,3.7,.494,0.5,1.3,.381,1.3,2.4,.558,.563,0.9,1.3,.656,0.5,1.7,2.2,1.6,0.6,0.4,0.9,1.9,5.1,8.8,.587,.358,.347,3.1,10.8,6.9,11.6,1.4,1.8,17.2,12.0,,,,,,,,,0.3,1.1,1.4,.078,,,,,,,,,-3.7,1.1,-2.6,-0.1
Bennedict Mathurin,6916080,SF,21,IND,49,15,25.8,5.1,11.2,.460,1.3,3.5,.376,3.8,7.7,.497,.518,3.0,3.7,.832,1.0,2.9,3.9,2.0,0.6,0.2,1.6,1.9,14.6,13.3,.572,.310,.327,4.5,12.8,8.7,9.7,1.0,0.6,11.3,23.2,,,,,,,,,0.8,0.4,1.2,.046,,,,,,,,,-0.9,-2.4,-3.3,-0.4
Obi Toppin,6803012,PF,25,IND,52,28,22.7,4.3,7.5,.567,1.2,3.1,.395,3.0,4.4,.689,.649,1.0,1.4,.761,1.1,2.9,4.0,1.6,0.5,0.5,0.8,1.9,10.8,15.3,.665,.415,.182,5.5,14.5,10.0,9.0,1.0,1.7,9.5,16.4,,,,,,,,,2.3,0.5,2.8,.115,,,,,,,,,1.2,-0.9,0.3,0.7
Caleb Martin,6802950,SF,28,MIA,34,13,26.4,3.9,8.7,.449,1.1,3.1,.365,2.8,5.6,.495,.514,1.3,1.7,.754,1.2,3.4,4.6,2.1,0.7,0.3,1.1,2.1,10.2,11.4,.540,.351,.193,5.0,14.9,9.8,12.1,1.4,1.1,10.8,17.7,,,,,,,,,0.2,1.0,1.2,.065,,,,,,,,,-2.2,-0.2,-2.4,-0.1
Danilo Gallinari,6802950,PF-SF,35,TOT,31,0,15.0,2.2,4.9,.447,0.9,2.5,.355,1.3,2.5,.539,.536,2.2,2.6,.850,0.4,2.4,2.8,1.3,0.3,0.1,0.4,1.1,7.5,15.1,.617,.500,.526,3.0,17.2,10.0,11.8,0.8,0.7,6.5,18.2,,,,,,,,,0.9,0.2,1.1,.113,,,,,,,,,0.2,-1.4,-1.3,0.1
Cedi Osman,6718842,SF,28,SAS,50,1,18.1,2.7,5.7,.477,1.2,3.2,.370,1.5,2.5,.616,.582,0.6,1.0,.667,0.4,2.1,2.5,1.8,0.5,0.2,0.7,1.6,7.3,11.6,.594,.564,.167,2.2,12.8,7.4,13.6,1.4,0.8,9.7,15.8,,,,,,,,,0.7,0.5,1.2,.064,,,,,,,,,-1.6,-0.7,-2.2,-0.1
Bilal Coulibaly,6614256,SF,19,WAS,48,3,26.6,3.0,6.5,.460,1.0,2.6,.376,2.0,3.9,.516,.535,1.2,1.8,.686,0.8,3.2,4.0,1.8,0.9,0.8,1.4,2.1,8.2,9.2,.562,.402,.277,3.0,13.1,8.0,8.4,1.5,2.5,15.7,13.6,,,,,,,,,-0.3,0.7,0.4,.016,,,,,,,,,-3.5,-0.4,-4.0,-0.6
Josh Giddey,6587040,SG,21,OKC,50,50,25.0,4.7,10.4,.452,0.9,2.8,.331,3.8,7.6,.497,.497,1.2,1.5,.827,1.4,4.8,6.2,4.5,0.7,0.5,2.0,1.2,11.6,15.2,.523,.272,.144,6.6,20.6,13.9,24.8,1.3,1.9,15.5,22.8,,,,,,,,,0.2,1.8,2.0,.079,,,,,,,,,0.2,0.2,0.4,0.8
Jae'Sean Tate,6500000,SF,28,HOU,47,9,17.9,1.8,3.8,.475,0.4,1.4,.303,1.4,2.4,.575,.531,0.4,0.6,.714,1.0,2.4,3.3,1.1,0.7,0.2,0.4,2.4,4.5,9.4,.549,.369,.156,5.9,14.3,10.1,8.2,1.8,1.0,9.5,10.8,,,,,,,,,0.6,1.2,1.8,.101,,,,,,,,,-3.6,1.6,-2.0,0.0
Ayo Dosunmu,6481482,SG,24,CHI,49,10,24.7,3.7,7.5,.493,1.2,3.1,.377,2.6,4.4,.573,.570,0.9,1.2,.780,0.7,1.9,2.6,2.2,0.8,0.5,1.0,2.0,9.5,12.3,.591,.409,.160,2.9,8.8,5.8,12.8,1.6,2.0,11.2,16.1,,,,,,,,,1.1,1.1,2.1,.085,,,,,,,,,-1.7,0.1,-1.6,0.1
Sasha Vezenkov,6341464,PF,28,SAC,33,0,12.7,2.2,4.8,.456,1.1,2.9,.375,1.1,1.9,.581,.570,0.2,0.3,.700,0.9,1.7,2.6,0.4,0.5,0.2,0.3,0.9,5.7,13.8,.576,.608,.063,7.9,15.1,11.4,4.6,1.7,1.5,6.3,17.6,,,,,,,,,0.4,0.4,0.8,.092,,,,,,,,,0.1,-1.1,-1.0,0.1
Shaedon Sharpe,6313800,SG,20,POR,32,25,33.1,5.5,13.6,.406,1.9,5.6,.333,3.6,7.9,.457,.475,3.1,3.7,.824,1.3,3.7,5.0,2.9,0.9,0.4,2.3,2.8,15.9,11.3,.524,.415,.274,4.2,13.4,8.5,13.7,1.3,1.0,12.9,22.4,,,,,,,,,-0.3,0.7,0.4,.018,,,,,,,,,-2.1,-0.9,-3.0,-0.3
