Player,Salary,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, , , , , , , , ,OWS,DWS,WS,WS/48, , , , , , , , ,OBPM,DBPM,BPM,VORP
Nikola Jovic,2352000,PF,20,MIA,19,12,16.7,1.9,4.8,.402,1.0,2.4,.422,0.9,2.5,.383,.505,0.6,1.1,.550,0.9,3.4,4.3,1.9,0.3,0.4,0.9,1.9,5.5,10.4,.516,.489,.217,6.0,23.6,14.6,16.1,0.9,2.2,15.2,16.6,,,,,,,,,0.0,0.4,0.4,.059,,,,,,,,,-2.8,1.1,-1.7,0.0
Keita Bates-Diop,2346614,SF,28,PHO,39,8,15.3,1.6,3.8,.427,0.5,1.6,.313,1.1,2.2,.512,.493,0.7,0.9,.722,0.8,1.8,2.6,0.9,0.6,0.5,0.3,0.8,4.5,11.3,.525,.427,.240,6.2,12.9,9.8,7.3,1.8,3.0,7.3,13.0,,,,,,,,,0.4,0.7,1.1,.086,,,,,,,,,-1.5,0.2,-1.3,0.1
Drew Eubanks,2346614,C,26,PHO,45,3,16.1,2.3,3.6,.634,0.1,0.1,1.000,2.2,3.5,.627,.643,1.0,1.4,.742,1.4,2.9,4.3,1.0,0.3,0.8,1.0,1.7,5.6,14.6,.672,.019,.385,10.3,19.6,15.3,8.2,0.9,4.5,19.3,13.9,,,,,,,,,1.0,0.9,1.9,.123,,,,,,,,,-1.9,0.4,-1.5,0.1
Yuta Watanabe,2346614,SF,29,PHO,29,0,13.2,1.2,3.3,.361,0.8,2.6,.320,0.4,0.8,.500,.485,0.3,0.5,.667,0.4,1.2,1.6,0.3,0.3,0.2,0.6,1.2,3.6,5.4,.502,.773,.155,3.5,9.7,6.8,3.3,1.2,1.6,13.4,13.6,,,,,,,,,-0.3,0.3,0.0,.002,,,,,,,,,-4.7,-1.4,-6.1,-0.4
Aaron Holiday,2346614,PG,27,HOU,47,1,17.1,2.3,5.1,.450,1.1,2.8,.402,1.2,2.3,.509,.560,0.7,0.8,.919,0.3,1.6,1.8,1.8,0.6,0.1,0.8,1.5,6.4,10.8,.591,.550,.154,1.6,10.0,5.8,14.4,1.6,0.3,12.6,15.7,,,,,,,,,0.6,0.9,1.5,.090,,,,,,,,,-2.1,0.6,-1.5,0.1
Thanasis Antetokounmpo,2346614,PF,31,MIL,19,0,4.1,0.4,0.7,.500,0.0,0.0,,0.4,0.7,.500,.500,0.0,0.0,,0.2,0.2,0.4,0.5,0.1,0.2,0.5,0.7,0.7,3.3,.500,.000,.000,5.9,5.5,5.7,14.1,1.2,3.2,39.1,12.7,,,,,,,,,-0.1,0.1,-0.1,-0.051,,,,,,,,,-8.0,-0.7,-8.7,-0.1
Mo Bamba,2346614,C,25,PHI,28,0,10.2,1.7,3.3,.505,0.4,0.8,.435,1.3,2.5,.529,.559,0.6,0.9,.640,1.5,2.2,3.7,0.5,0.4,0.9,0.6,1.4,4.3,18.7,.577,.247,.269,15.9,24.1,20.0,6.9,1.9,8.1,14.0,18.1,,,,,,,,,0.3,0.6,0.9,.150,,,,,,,,,-1.2,0.6,-0.6,0.1
Chimezie Metu,2346614,C,26,PHO,37,5,12.1,1.8,3.5,.508,0.4,1.4,.294,1.4,2.1,.646,.565,1.0,1.2,.884,0.6,2.3,3.0,0.5,0.5,0.2,0.7,1.1,5.0,13.9,.621,.392,.331,6.6,20.9,14.2,5.8,2.1,1.8,15.3,17.1,,,,,,,,,0.4,0.6,1.0,.103,,,,,,,,,-1.6,0.2,-1.4,0.1
Jordan McLaughlin,2320000,PG,27,MIN,30,0,9.3,1.0,2.5,.405,0.6,1.4,.405,0.4,1.1,.406,.520,0.1,0.3,.500,0.3,0.8,1.1,1.8,0.7,0.2,0.4,0.5,2.7,14.5,.522,.568,.108,4.4,8.9,6.8,25.6,3.9,1.6,12.4,14.0,,,,,,,,,0.3,0.6,0.9,.157,,,,,,,,,0.6,4.4,4.9,0.5
Bones Hyland,2306400,PG,23,LAC,19,2,13.2,2.3,6.3,.367,1.1,3.4,.313,1.3,2.9,.429,.450,0.5,0.6,.833,0.2,0.7,0.9,1.7,0.5,0.1,1.2,1.4,6.2,7.2,.471,.533,.100,1.4,6.1,3.8,18.0,2.0,0.4,15.5,25.7,,,,,,,,,-0.5,0.2,-0.3,-0.051,,,,,,,,,-4.9,-1.8,-6.8,-0.3
Peyton Watson,2303520,SF,21,DEN,49,3,18.1,2.7,5.6,.482,0.7,2.1,.340,2.0,3.5,.567,.546,1.0,1.4,.696,0.6,2.2,2.8,1.0,0.6,0.9,0.6,1.7,7.1,12.9,.570,.376,.252,3.9,13.5,8.8,7.4,1.6,4.3,8.7,16.3,,,,,,,,,0.6,1.2,1.8,.098,,,,,,,,,-1.7,0.7,-1.0,0.2
Cam Thomas,2240160,SG,22,BRK,41,26,29.5,7.7,17.4,.443,1.9,5.5,.353,5.8,11.9,.485,.499,4.1,4.9,.832,0.3,2.6,2.9,2.6,0.7,0.3,1.8,2.1,21.4,15.5,.548,.314,.283,1.1,9.6,5.2,14.4,1.1,0.9,8.4,30.9,,,,,,,,,0.4,0.7,1.0,.041,,,,,,,,,-0.3,-2.0,-2.2,-0.1
Jaden Springer,2226240,SG,21,PHI,31,0,11.4,1.4,3.5,.394,0.3,1.1,.235,1.1,2.4,.467,.431,0.8,1.0,.813,0.7,1.0,1.7,1.1,0.7,0.3,0.8,1.5,3.9,10.4,.487,.312,.294,7.2,9.7,8.4,12.7,3.2,2.5,16.9,17.8,,,,,,,,,-0.2,0.5,0.3,.039,,,,,,,,,-4.4,1.0,-3.4,-0.1
Day'Ron Sharpe,2210040,C,22,BRK,37,1,16.0,3.0,5.2,.575,0.0,0.2,.143,3.0,5.0,.591,.578,1.5,2.4,.614,2.8,4.2,7.0,1.4,0.5,0.9,1.0,2.3,7.5,21.3,.598,.036,.456,18.2,28.9,23.4,13.1,1.4,4.8,13.8,19.4,,,,,,,,,1.2,0.9,2.1,.174,,,,,,,,,0.1,0.7,0.8,0.4
Oshae Brissett,2165000,SF,25,BOS,32,0,11.3,1.3,2.9,.462,0.3,1.2,.297,1.0,1.8,.571,.522,0.9,1.3,.683,1.1,1.9,3.0,0.6,0.4,0.1,0.3,1.1,3.9,13.4,.563,.398,.441,10.7,17.0,14.0,7.1,1.8,0.5,9.0,14.5,,,,,,,,,0.6,0.6,1.1,.147,,,,,,,,,-1.5,0.7,-0.8,0.1
Jaxson Hayes,2165000,C,23,LAL,41,3,10.6,1.4,2.1,.694,0.0,0.1,.000,1.4,2.0,.738,.694,0.6,1.0,.615,0.6,1.4,2.0,0.4,0.4,0.3,0.5,1.7,3.5,11.8,.695,.059,.459,6.6,13.9,10.4,5.5,1.9,2.8,17.1,12.2,,,,,,,,,0.5,0.5,1.0,.111,,,,,,,,,-4.3,1.2,-3.1,-0.1
Cam Reddish,2165000,SF,24,LAL,35,26,23.3,2.4,5.9,.405,0.9,2.7,.337,1.5,3.1,.464,.483,1.0,1.3,.783,0.5,1.9,2.4,1.3,1.2,0.3,0.9,1.6,6.7,8.4,.519,.463,.224,2.7,8.5,5.7,7.3,2.5,1.2,11.8,13.5,,,,,,,,,-0.3,0.9,0.6,.036,,,,,,,,,-4.0,1.1,-2.9,-0.2
Harry Giles,2165000,C,25,BRK,16,0,5.1,1.4,2.8,.500,0.2,0.7,.273,1.2,2.1,.576,.534,0.4,0.8,.538,0.8,0.9,1.6,0.4,0.1,0.2,0.4,0.9,3.4,18.1,.543,.250,.295,15.5,19.1,17.2,12.4,0.6,3.3,10.8,29.3,,,,,,,,,0.0,0.1,0.1,.067,,,,,,,,,-1.1,-1.6,-2.7,0.0
Bol Bol,2165000,PF,24,PHO,14,0,8.4,1.6,2.4,.697,0.2,0.6,.375,1.4,1.8,.800,.742,0.3,0.4,.800,0.8,2.1,2.9,0.5,0.3,0.5,0.6,0.9,3.8,19.8,.753,.242,.152,11.4,26.7,19.6,8.6,1.7,5.2,20.4,16.2,,,,,,,,,0.2,0.2,0.4,.168,,,,,,,,,1.0,1.6,2.6,0.1
Moses Brown,2165000,C,24,POR,9,4,9.1,1.0,2.3,.429,0.0,0.0,,1.0,2.3,.429,.429,0.0,0.4,.000,2.0,3.1,5.1,0.2,0.2,0.3,0.4,1.2,2.0,12.8,.395,.000,.190,23.3,41.0,31.6,3.5,1.2,3.3,14.9,13.9,,,,,,,,,0.0,0.1,0.1,.047,,,,,,,,,-4.8,-2.3,-7.1,-0.1
Kevin Knox,2144320,SF,24,DET,31,11,18.1,2.8,6.0,.462,1.0,3.0,.330,1.8,3.0,.598,.546,0.6,0.7,.909,0.6,1.8,2.4,0.7,0.4,0.2,0.7,1.6,7.2,9.8,.570,.505,.118,3.5,11.7,7.5,5.7,1.1,1.0,10.1,16.4,,,,,,,,,0.1,0.1,0.3,.024,,,,,,,,,-2.8,-1.9,-4.7,-0.4
Andrew Nembhard,2131905,PG,24,IND,38,17,21.9,3.7,7.7,.483,0.7,2.2,.321,3.0,5.5,.548,.529,0.7,0.9,.800,0.6,1.2,1.8,4.6,0.8,0.1,1.8,1.9,8.9,11.5,.548,.286,.119,3.0,6.3,4.7,25.6,1.7,0.2,18.0,18.8,,,,,,,,,0.3,0.3,0.6,.035,,,,,,,,,-1.6,-1.5,-3.1,-0.2
Goga Bitadze,2066585,C,24,ORL,42,31,19.3,2.6,4.3,.615,0.0,0.2,.200,2.6,4.0,.639,.620,1.1,1.6,.676,2.3,3.7,6.0,1.6,0.6,1.5,0.8,2.2,6.4,18.4,.641,.056,.380,13.3,22.2,17.7,11.8,1.6,7.1,13.3,12.8,,,,,,,,,1.7,1.6,3.3,.195,,,,,,,,,-0.2,2.9,2.7,1.0
Luka Samanic,2066585,PF,24,UTA,23,0,6.1,1.0,2.6,.367,0.2,1.0,.217,0.7,1.6,.459,.408,0.7,0.9,.810,0.3,1.4,1.8,0.2,0.0,0.1,0.5,0.7,2.9,8.0,.477,.383,.350,6.4,25.4,16.0,3.9,0.3,1.9,13.7,23.8,,,,,,,,,-0.2,0.1,-0.1,-0.039,,,,,,,,,-6.0,-3.0,-9.1,-0.2
Terry Taylor,2019706,PF,24,CHI,18,0,7.3,0.8,1.6,.536,0.1,0.4,.143,0.8,1.2,.667,.554,0.1,0.1,1.000,0.8,0.7,1.5,0.3,0.2,0.1,0.4,0.7,1.8,9.9,.563,.250,.036,11.6,11.4,11.5,6.2,1.5,1.6,19.8,11.9,,,,,,,,,0.0,0.1,0.2,.059,,,,,,,,,-3.9,0.0,-3.9,-0.1
Colby Jones,2019706,SG,21,SAC,16,0,7.1,1.0,2.7,.372,0.1,0.8,.077,0.9,1.9,.500,.384,0.1,0.3,.400,0.6,0.8,1.4,0.6,0.3,0.1,0.3,0.9,2.2,6.3,.387,.302,.116,9.7,12.1,10.9,10.4,1.7,0.8,10.0,18.7,,,,,,,,,-0.2,0.1,-0.1,-0.038,,,,,,,,,-6.4,-1.3,-7.7,-0.2
Dalano Banton,2019706,PG,24,BOS,24,1,7.1,0.8,2.1,.373,0.1,0.7,.125,0.7,1.5,.486,.392,0.7,0.8,.800,0.5,1.0,1.5,0.8,0.2,0.1,0.4,0.8,2.3,9.8,.468,.314,.392,7.8,13.6,10.8,14.3,1.4,1.5,14.3,17.6,,,,,,,,,0.0,0.2,0.2,.063,,,,,,,,,-5.0,0.6,-4.4,-0.1
Trendon Watford,2019706,PF,23,BRK,35,0,11.4,2.2,4.1,.542,0.3,0.9,.367,1.9,3.3,.588,.580,0.7,0.8,.828,0.9,1.8,2.7,1.5,0.4,0.2,0.7,1.5,5.5,17.0,.609,.208,.201,7.9,17.5,12.5,19.3,1.8,1.6,13.8,19.4,,,,,,,,,0.7,0.4,1.1,.129,,,,,,,,,-0.2,1.0,0.8,0.3
Sandro Mamukelashvili,2019706,C,24,SAS,26,0,6.8,0.9,2.3,.407,0.3,1.2,.250,0.6,1.0,.593,.475,0.5,0.6,.750,0.6,1.3,1.9,1.0,0.2,0.3,0.3,0.7,2.6,14.5,.515,.542,.271,9.6,21.0,15.2,19.2,1.1,3.9,10.8,17.5,,,,,,,,,0.2,0.2,0.3,.086,,,,,,,,,-1.1,0.2,-0.9,0.0
Garrison Mathews,2000000,SG,27,ATL,34,4,12.7,1.2,2.7,.451,1.1,2.5,.440,0.1,0.2,.571,.654,0.2,0.4,.583,0.3,1.0,1.3,0.5,0.2,0.1,0.4,1.6,3.7,6.9,.654,.923,.132,2.2,8.9,5.4,4.6,0.9,0.8,13.5,10.5,,,,,,,,,0.3,0.0,0.3,.039,,,,,,,,,-2.9,-1.2,-4.0,-0.2
Jaylin Williams,2000000,C,21,OKC,43,0,12.3,1.3,3.3,.387,0.7,2.1,.344,0.6,1.2,.462,.496,0.4,0.4,.842,0.6,2.7,3.2,1.3,0.4,0.4,0.4,1.4,3.7,11.7,.522,.634,.134,5.4,23.3,14.8,13.2,1.6,2.8,10.7,13.9,,,,,,,,,0.3,0.9,1.2,.113,,,,,,,,,-1.5,1.8,0.3,0.3
Caleb Houstan,2000000,SF,21,ORL,37,7,15.3,1.5,4.1,.380,1.4,3.8,.357,0.2,0.3,.700,.547,0.5,0.6,.773,0.6,1.1,1.6,0.6,0.3,0.0,0.4,1.2,4.9,8.1,.567,.933,.147,4.2,8.3,6.2,5.5,0.9,0.2,7.5,13.2,,,,,,,,,0.4,0.5,0.9,.078,,,,,,,,,-1.8,-0.7,-2.5,-0.1
Sam Merrill,1997238,SG,27,CLE,33,0,16.1,2.8,6.5,.441,2.5,5.5,.443,0.4,0.9,.433,.631,0.3,0.3,.909,0.4,1.5,1.9,1.6,0.4,0.0,0.3,1.3,8.5,15.6,.640,.859,.052,3.0,10.2,6.6,14.1,1.1,0.2,4.8,18.6,,,,,,,,,1.3,0.6,1.9,.172,,,,,,,,,2.8,-0.1,2.7,0.6
Isaiah Joe,1997238,SG,24,OKC,47,0,18.8,3.0,6.4,.462,2.0,4.8,.424,0.9,1.6,.571,.620,0.7,0.8,.842,0.4,2.0,2.4,1.1,0.6,0.3,0.6,1.2,8.6,13.7,.637,.744,.126,2.5,11.3,7.1,7.7,1.6,1.4,8.1,17.0,,,,,,,,,1.2,1.0,2.2,.120,,,,,,,,,1.5,-0.2,1.3,0.7
Anthony Gill,1997238,PF,31,WAS,29,0,5.6,0.8,1.6,.489,0.1,0.4,.250,0.7,1.2,.571,.521,0.4,0.6,.750,0.4,0.8,1.3,0.4,0.2,0.2,0.5,0.4,2.1,11.5,.564,.255,.340,8.4,16.0,12.1,8.9,1.7,3.0,21.7,17.8,,,,,,,,,-0.1,0.1,0.0,.005,,,,,,,,,-3.7,-1.4,-5.1,-0.1
Naji Marshall,1930681,SF,26,NOP,41,1,18.5,2.5,5.7,.443,0.8,2.2,.363,1.7,3.5,.493,.513,1.5,1.9,.792,1.0,2.5,3.5,2.0,0.7,0.2,1.1,1.5,7.4,12.8,.562,.387,.328,5.8,14.8,10.3,14.4,1.8,0.9,14.1,17.7,,,,,,,,,0.6,0.9,1.5,.094,,,,,,,,,-1.5,0.0,-1.5,0.1
KJ Martin,1930681,SF,23,TOT,35,0,9.2,1.1,2.3,.506,0.1,0.4,.143,1.1,1.9,.585,.519,0.3,0.7,.480,0.2,0.9,1.1,0.6,0.4,0.1,0.4,1.3,2.7,7.5,.522,.177,.316,2.8,10.3,6.6,9.1,2.0,0.8,14.3,14.0,,,,,,,,,-0.1,0.3,0.2,.030,,,,,,,,,-6.0,-0.2,-6.2,-0.3
Sam Hauser,1927896,SF,26,BOS,49,5,21.7,2.8,6.3,.447,2.3,5.4,.416,0.6,0.9,.636,.625,0.2,0.3,.846,0.6,2.8,3.4,1.0,0.4,0.3,0.5,1.3,8.2,11.7,.631,.859,.042,3.2,13.0,8.3,6.1,0.9,1.1,7.0,13.8,,,,,,,,,1.4,1.3,2.7,.124,,,,,,,,,0.5,0.1,0.7,0.7
Jericho Sims,1927896,C,25,NYK,26,7,9.3,0.8,1.0,.741,0.0,0.0,,0.8,1.0,.741,.741,0.2,0.3,.571,0.8,1.4,2.2,0.3,0.1,0.4,0.3,0.8,1.7,10.6,.731,.000,.259,9.3,16.4,12.9,4.2,0.4,3.8,18.9,6.5,,,,,,,,,0.3,0.3,0.6,.124,,,,,,,,,-2.7,0.7,-2.0,0.0
Jordan Goodwin,1927896,PG,25,PHO,40,0,14.0,1.9,4.8,.389,0.6,2.0,.288,1.3,2.8,.460,.448,0.6,0.7,.862,1.0,1.9,2.9,2.0,0.6,0.2,0.7,1.1,5.0,12.5,.481,.415,.150,8.8,15.0,12.1,18.7,2.0,1.4,12.4,18.2,,,,,,,,,0.2,0.6,0.8,.068,,,,,,,,,-1.3,0.3,-1.0,0.1
Kessler Edwards,1927896,SF,23,SAC,34,0,5.0,0.6,1.4,.396,0.3,0.9,.333,0.3,0.5,.500,.500,0.1,0.1,.750,0.1,0.6,0.8,0.3,0.1,0.1,0.0,0.4,1.5,9.2,.512,.625,.083,3.2,14.2,8.6,6.7,1.1,2.1,2.0,12.7,,,,,,,,,0.1,0.1,0.2,.068,,,,,,,,,-2.0,-0.5,-2.4,0.0
Haywood Highsmith,1902137,PF,27,MIA,37,24,20.7,2.1,4.9,.431,1.1,2.9,.374,1.0,2.0,.514,.541,0.5,0.6,.792,0.8,2.0,2.8,1.1,0.9,0.5,0.6,2.0,5.8,9.7,.561,.591,.133,4.2,11.3,7.7,7.5,2.1,2.3,11.1,12.5,,,,,,,,,0.2,1.0,1.3,.080,,,,,,,,,-2.7,1.1,-1.6,0.1
Miles McBride,1836096,PG,23,NYK,38,2,11.3,2.0,4.4,.444,1.2,2.6,.440,0.8,1.8,.449,.574,0.4,0.5,.789,0.1,0.7,0.8,0.9,0.5,0.1,0.3,1.2,5.5,13.3,.589,.592,.112,1.3,6.4,3.9,12.0,2.2,0.6,6.8,18.8,,,,,,,,,0.7,0.5,1.2,.130,,,,,,,,,-0.5,1.1,0.6,0.3
JT Thor,1836096,PF,21,CHO,41,1,13.6,1.2,3.4,.370,0.5,1.5,.317,0.8,1.9,.410,.438,0.2,0.3,.538,0.9,1.6,2.6,0.4,0.2,0.4,0.3,1.0,3.1,7.2,.445,.435,.094,7.2,14.3,10.6,4.0,0.7,2.8,7.1,12.1,,,,,,,,,-0.2,0.1,-0.1,-0.007,,,,,,,,,-4.3,-1.7,-6.0,-0.6
Jose Alvarado,1836096,PG,25,NOP,32,0,16.4,2.5,5.9,.416,1.3,3.5,.375,1.2,2.4,.474,.526,0.7,1.1,.657,0.4,1.8,2.1,1.9,1.1,0.3,0.7,1.5,7.0,13.5,.543,.589,.184,2.5,11.8,7.2,15.4,3.2,1.9,10.1,18.7,,,,,,,,,0.3,0.8,1.1,.099,,,,,,,,,-1.2,1.8,0.7,0.4
Aaron Wiggins,1836096,SG,25,OKC,48,0,14.1,2.4,4.1,.588,0.8,1.5,.521,1.6,2.6,.627,.683,0.5,0.7,.735,0.7,1.7,2.4,1.0,0.5,0.1,0.5,1.2,6.2,15.3,.694,.367,.171,5.9,12.6,9.4,9.1,1.6,0.7,10.8,15.4,,,,,,,,,1.4,0.8,2.2,.154,,,,,,,,,0.8,-0.3,0.6,0.4
Isaiah Livers,1836096,PF,25,DET,23,6,20.4,1.7,5.0,.345,1.0,3.3,.286,0.8,1.7,.462,.440,0.5,0.8,.667,0.7,1.4,2.1,1.1,0.6,0.2,0.7,1.9,5.0,5.1,.460,.664,.155,3.5,8.1,5.8,6.8,1.3,0.9,11.4,12.6,,,,,,,,,-0.3,0.1,-0.2,-0.023,,,,,,,,,-5.0,-1.5,-6.6,-0.5
Orlando Robinson,1801769,C,23,MIA,21,7,11.0,1.5,2.9,.508,0.3,0.6,.538,1.1,2.3,.500,.566,0.7,1.0,.700,0.9,2.1,3.0,1.3,0.2,0.3,0.6,1.4,4.0,14.4,.595,.213,.328,9.1,21.8,15.4,16.9,1.1,3.0,15.7,15.8,,,,,,,,,0.3,0.3,0.6,.127,,,,,,,,,-1.8,0.7,-1.1,0.1
Dru Smith,1801769,SG,26,MIA,9,0,14.6,1.7,3.7,.455,0.8,1.9,.412,0.9,1.8,.500,.561,0.2,0.2,1.000,0.7,0.9,1.6,1.6,1.0,0.3,0.6,1.3,4.3,12.7,.576,.515,.061,5.1,7.0,6.1,15.1,3.4,2.2,12.9,13.1,,,,,,,,,0.1,0.2,0.3,.115,,,,,,,,,-2.0,3.0,1.0,0.1
Leonard Miller,1800000,SF,20,MIN,5,0,3.8,1.2,1.8,.667,0.2,0.6,.333,1.0,1.2,.833,.722,0.0,0.0,,0.0,1.8,1.8,0.2,0.2,0.2,0.2,0.6,2.6,25.9,.722,.333,.000,0.0,50.9,27.2,9.8,2.6,4.6,10.0,23.2,,,,,,,,,0.0,0.1,0.1,.230,,,,,,,,,1.7,6.5,8.1,0.0
Bryce McGowens,1719864,SG,21,CHO,40,13,16.4,1.9,4.1,.451,0.7,1.9,.351,1.2,2.3,.533,.530,1.0,1.3,.755,0.4,1.4,1.8,1.0,0.4,0.1,0.6,1.5,5.4,8.6,.571,.451,.323,2.3,10.3,6.1,8.1,1.1,0.6,11.4,13.9,,,,,,,,,0.2,0.1,0.3,.021,,,,,,,,,-4.1,-1.4,-5.6,-0.6
Jaden Hardy,1719864,SG,21,DAL,46,6,15.8,3.0,7.4,.399,1.4,3.8,.364,1.6,3.6,.436,.493,0.8,1.1,.725,0.3,1.7,2.1,1.7,0.3,0.1,0.8,1.2,8.1,11.1,.513,.516,.150,2.2,12.3,7.2,15.5,1.0,0.4,9.2,23.5,,,,,,,,,-0.2,0.4,0.2,.013,,,,,,,,,-1.4,-2.4,-3.9,-0.4
Josh Minott,1719864,SF,21,MIN,15,0,3.1,0.5,1.2,.444,0.0,0.3,.000,0.5,0.9,.615,.444,0.7,0.8,.833,0.1,0.1,0.2,0.2,0.1,0.2,0.1,0.4,1.7,15.7,.558,.278,.667,2.7,4.7,3.7,9.6,1.1,5.7,4.1,23.2,,,,,,,,,0.1,0.1,0.2,.158,,,,,,,,,-2.0,1.2,-0.8,0.0
Jabari Walker,1719864,SF,21,POR,46,12,21.6,3.0,6.4,.469,0.6,2.0,.280,2.4,4.4,.557,.514,1.7,2.3,.755,1.9,4.4,6.4,0.8,0.6,0.4,1.0,2.2,8.3,13.4,.561,.316,.361,9.5,24.7,16.6,5.7,1.4,1.6,11.4,16.5,,,,,,,,,0.7,1.0,1.8,.086,,,,,,,,,-2.5,-0.6,-3.1,-0.3
Ryan Rollins,1719864,PG,21,WAS,10,0,6.6,1.3,2.5,.520,0.2,0.3,.667,1.1,2.2,.500,.560,1.3,1.7,.765,0.2,0.9,1.1,1.1,0.8,0.3,0.7,0.7,4.1,22.6,.631,.120,.680,3.2,14.8,8.9,23.6,5.7,3.7,17.7,25.2,,,,,,,,,0.1,0.1,0.2,.140,,,,,,,,,0.4,4.4,4.8,0.1
Max Christie,1719864,SG,20,LAL,42,6,17.3,1.8,4.2,.427,0.7,2.1,.345,1.1,2.2,.505,.511,0.7,0.8,.800,0.2,2.4,2.6,1.0,0.4,0.3,0.7,1.2,5.0,7.5,.543,.489,.197,1.4,15.0,8.5,7.4,1.0,1.7,13.8,13.3,,,,,,,,,-0.3,0.7,0.4,.025,,,,,,,,,-4.2,-0.3,-4.5,-0.5
Jalen Pickett,1708143,SG,24,DEN,16,0,6.1,0.8,1.8,.429,0.4,1.3,.350,0.3,0.5,.625,.554,0.1,0.1,1.000,0.1,0.6,0.7,0.8,0.2,0.0,0.4,0.5,2.1,9.2,.571,.714,.071,1.2,11.3,6.3,15.7,1.5,0.0,17.2,15.7,,,,,,,,,0.0,0.1,0.1,.052,,,,,,,,,-2.4,-0.6,-3.0,0.0
Julian Phillips,1600000,SF,20,CHI,27,0,6.5,0.7,1.6,.409,0.2,0.9,.217,0.5,0.8,.619,.466,0.2,0.4,.545,0.2,0.4,0.7,0.3,0.0,0.2,0.2,1.0,1.7,4.8,.481,.523,.250,3.7,7.8,5.7,6.1,0.3,2.9,10.9,13.7,,,,,,,,,-0.1,0.1,0.0,.001,,,,,,,,,-6.7,-1.1,-7.8,-0.3
Skylar Mays,1165280,PG-SG,26,TOT,26,5,14.8,2.3,5.7,.399,0.6,2.0,.314,1.7,3.7,.443,.453,0.5,0.7,.765,0.4,1.2,1.5,3.1,0.6,0.1,0.7,0.9,5.7,12.5,.473,.345,.115,2.8,9.3,5.8,31.5,2.0,0.7,10.4,19.1,,,,,,,,,0.1,0.3,0.4,.047,,,,,,,,,-1.7,-0.3,-2.0,0.0
Mouhamed Gueye,1119563,PF,21,ATL,2,0,2.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,-0.6,.000,1.000,.000,0.0,0.0,0.0,0.0,11.8,0.0,0.0,10.2,,,,,,,,,0.0,0.0,0.0,-0.112,,,,,,,,,-12.8,3.6,-9.2,0.0
Jordan Walsh,1119563,SF,19,BOS,3,0,5.0,0.3,0.7,.500,0.0,0.3,.000,0.3,0.3,1.000,.500,0.0,0.0,,0.3,1.7,2.0,0.7,0.3,0.0,0.0,0.7,0.7,14.1,.500,.500,.000,7.4,33.7,21.1,16.2,3.3,0.0,0.0,5.7,,,,,,,,,0.0,0.0,0.1,.214,,,,,,,,,-2.3,5.8,3.5,0.0
Hunter Tyson,1119563,PF,23,DEN,9,0,3.0,0.1,0.8,.143,0.0,0.7,.000,0.1,0.1,1.000,.143,0.0,0.0,,0.0,0.7,0.7,0.1,0.0,0.0,0.2,0.7,0.2,-9.0,.143,.857,.000,0.0,24.4,12.4,4.2,0.0,0.0,22.2,14.5,,,,,,,,,-0.2,0.0,-0.1,-0.229,,,,,,,,,-15.6,-3.1,-18.7,-0.1
Trayce Jackson-Davis,1119563,PF,23,GSW,35,3,13.8,2.8,4.1,.688,0.0,0.0,,2.8,4.1,.688,.688,1.0,1.8,.571,1.6,2.6,4.2,0.9,0.3,0.8,0.7,1.6,6.7,20.4,.681,.000,.438,12.6,20.4,16.5,9.7,1.2,5.4,12.3,17.0,,,,,,,,,1.2,0.6,1.8,.177,,,,,,,,,0.7,0.6,1.3,0.4
Maxwell Lewis,1119563,SF,21,LAL,18,0,3.7,0.2,0.7,.250,0.1,0.2,.333,0.1,0.5,.222,.292,0.0,0.0,,0.1,0.1,0.2,0.2,0.1,0.0,0.3,0.2,0.4,-1.8,.292,.250,.000,1.7,3.2,2.5,5.3,1.4,0.0,29.4,10.9,,,,,,,,,-0.2,0.0,-0.2,-0.131,,,,,,,,,-9.2,-2.3,-11.5,-0.2
Chris Livingston,1119563,SF,20,MIL,14,0,4.3,0.5,1.0,.500,0.1,0.1,1.000,0.4,0.9,.462,.536,0.1,0.1,1.000,0.1,0.8,0.9,0.3,0.1,0.0,0.2,0.5,1.2,8.7,.571,.071,.143,3.8,19.5,11.9,8.3,1.6,0.0,16.8,12.6,,,,,,,,,0.0,0.1,0.1,.051,,,,,,,,,-4.9,-0.9,-5.7,-0.1
Sidy Cissoko,1119563,SF,19,SAS,5,0,6.4,0.2,1.2,.167,0.0,0.8,.000,0.2,0.4,.500,.167,0.8,0.8,1.000,0.0,1.2,1.2,0.0,0.6,0.0,0.2,0.4,1.2,5.4,.387,.667,.667,0.0,20.5,10.1,0.0,4.4,0.0,11.4,11.5,,,,,,,,,-0.1,0.0,0.0,-0.014,,,,,,,,,-9.3,0.4,-8.9,-0.1
